sumber,judul,bidang,kategori
sekolahmu,Sekolah Cikal-TKA-Pendidikan Agama Hindu,KELASMU,None
sekolahmu,Agama Kristen Protestan Kelas IX SMP - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,Bahasa Indonesia Kelas X SMA - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,Bahasa Indonesia  Kelas VIII SMP - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,Penjas-kelas 7-smpn125,KELASMU,None
sekolahmu,PJOK Kelas XI SMA-Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,IPA Kelas 7 SMP - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,Matematika Kelas XI SMK - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,Biologi Kelas X - SMA Negeri 33 Jakarta,KELASMU,None
sekolahmu,Sekolah Cikal - TK B (Sample),KELASMU,None
sekolahmu,Sosiologi Kelas XI SMA-Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,Pendidikan Agama Islam dan Budi Pekerti Kelas XI SMK - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,SMA Kelas 10 (Geografi) - Dinas Pendidikan DKI,KELASMU,None
sekolahmu,SMP Kelas 7 IPS - Dinas Pendidikan DKI,KELASMU,None
sekolahmu,Bahasa Indonesia Kelas IX SMP - Dinas Pendidikan DKI,KELASMU,None
sekolahmu,Pendidikan Agama Islam dan Budi Pekerti Kelas VIII SMP - DInas Pendidikan DKI,KELASMU,None
sekolahmu,Biologi XI SMA MIPA - Dinas Pendidikan DKI,KELASMU,None
sekolahmu,Fisika Kelas X SMA - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,Kelas PAUD TK A – Dinas Pendidikan DKI,KELASMU,None
sekolahmu,Seni Budaya Kelas VIII SMP - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,IPA Kelas IX SMP - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,PJOK Kelas X SMK - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,Agama Kristen SMP Kelas VII - Dinas Pendidikan Jakarta,KELASMU,None
sekolahmu,Bahasa dan Sastra Inggris Kelas 11 SMAN 34 Jakarta,KELASMU,None
sekolahmu,Pembelajaran Jarak Jauh di Kondisi Darurat,KELASMU,None
sekolahmu,Seni Budaya Kelas 5 #Sekolahlawancorona,KELASMU,None
sekolahmu,Pelatihan Membuat Pembelajaran Jarak Jauh yang Menyenangkan dan Bermakna,KELASMU,None
sekolahmu,Pengantar Singkat Atas Perencanaan Keuangan Individu,NAN,None
indonesiax,Budaya dan Pembangunan Karakter Bangsa,NAN,None
indonesiax,Pembangunan Berkelanjutan,NAN,None
indonesiax,Keluarga Siaga Bencana,NAN,None
indonesiax,Menuju Indonesia Tangguh Bencana,NAN,None
indonesiax,Keamanan Informasi: Melindungi Informasi Anda di Era Digital,NAN,teknologi
indonesiax,Pengantar Kerekayasaan dan Desain,NAN,art
indonesiax,Manajemen Rantai Pasok,NAN,business
indonesiax,Pembangunan Bangsa: Bhinneka Tunggal Ika,NAN,None
indonesiax,Peranan Institusi Sosial,NAN,None
indonesiax,Digital Marketing With Social Media,NAN,business
indonesiax,Software Development Fundamentals,NAN,teknologi
indonesiax,Dasar-Dasar Pengadaan Barang atau Jasa,NAN,None
indonesiax,Perbankan dan Penjaminan Simpanan,NAN,None
indonesiax,Keuangan Syariah: Transaksi-transaksi yang Dilarang Dalam Islam,NAN,None
indonesiax,Akad-akad Transaksi Keuangan Syariah,NAN,None
indonesiax,Implementasi Akad Syariah Pada Produk-produk Perbankan Syariah,NAN,None
indonesiax,Pemasaran Efektif di Era Digital,NAN,business
indonesiax,Pengantar Penyiaran untuk Pertelevisian,NAN,None
indonesiax,Millenials dan Kesehatan Mental,NAN,pengembangan-diri
indonesiax,Manajemen Perubahan,NAN,pengembangan-diri
indonesiax,Self Driving : Are You a Driver or a Passenger,NAN,None
indonesiax,Post Disruption,NAN,pengembangan-diri
indonesiax,Hukum Siber: Hak dan Kewajiban,NAN,teknologi
indonesiax,Integrasi Ekonomi: Studi Kasus ASEAN,NAN,None
indonesiax,Manajemen Bencana,NAN,business
indonesiax,Ekonomi Pembangunan,NAN,None
indonesiax,Pengantar Ekonomi dan Keuangan Islam,NAN,None
indonesiax,Kesehatan dan Ketenagakerjaan Berkualitas di Era Masyarakat Ekonomi ASEAN,NAN,None
indonesiax,Komunikasi Persuasif Untuk Negosiasi,NAN,pengembangan-diri
indonesiax,Public Speaking,NAN,pengembangan-diri
indonesiax,Seni Menjual,NAN,business
indonesiax,"Kesehatan Anak: Mengerti Alergi, Pencegahan dan Mitigasinya",NAN,None
indonesiax,Pengantar Dasar-dasar Perbankan,NAN,None
indonesiax,Manajemen Keuangan Untuk Non-manajer Keuangan,NAN,business
indonesiax,Pengenalan Cara Berpikir Kreatif,NAN,pengembangan-diri
skillacademy,Dasar Microsoft PowerPoint: Membuat PPT Bagi Pemula,self-help,pengembangan-diri
skillacademy,Rahasia Sukses Presentasi Penjualan Sampai Closing,self-help,pengembangan-diri
skillacademy,Webinar: Belajar Hukum Kontrak bagi Pemula,self-help,pengembangan-diri
skillacademy,Memperluas Networking untuk Profesional,self-help,pengembangan-diri
skillacademy,Teknik Menyelesaikan Konflik dengan Siapapun,self-help,pengembangan-diri
skillacademy,Siap Kerja di Kedai Kopi: Belajar Bikin Kopi Kekinian ala Barista (Peracik Kopi),self-help,pengembangan-diri
skillacademy,Personal Branding for Professional Purposes,self-help,pengembangan-diri
skillacademy,Webinar: Sukses berkarir: Ciptakan Mindset Professional dan Bukan Sekedar Pekerja,self-help,pengembangan-diri
skillacademy,Mudah Kuasai Dasar Bahasa Prancis untuk Pemula,self-help,pengembangan-diri
skillacademy,Berpikir Kritis: Cara Bedakan Hoaks dan Fakta,self-help,pengembangan-diri
skillacademy,Menjadi MC Kondang & Dapat Banyak Kerjaan oleh Ruben Donny,self-help,pengembangan-diri
skillacademy,Cara Dapat Uang melalui Youtube bersama Gita Savitri,self-help,pengembangan-diri
skillacademy,Belajar Mengaji agar Fasih Baca Al Quran,self-help,pengembangan-diri
skillacademy,Belajar Merancang Produk untuk Pemula,self-help,pengembangan-diri
skillacademy,Emotional Intelligence: Kelola Kecerdasan Emosi dalam Karier,self-help,pengembangan-diri
skillacademy,Problem Solving: Cara Memecahkan Masalah ala Konsultan,self-help,pengembangan-diri
skillacademy,Webinar: UMKM Harus Tau: Cara Menentukan Badan Usaha,self-help,pengembangan-diri
skillacademy,Basic Instructional Design untuk Digitalisasi Konten Belajar,self-help,pengembangan-diri
skillacademy,Bisnis Rumahan/UMKM Harus Tau: Menentukan Badan Usaha,self-help,pengembangan-diri
skillacademy,Career Hacks : Menjadi Kompeten di Berbagai Situasi,self-help,pengembangan-diri
skillacademy,Manajemen Waktu Agar Kerja Lebih Produktif,self-help,pengembangan-diri
skillacademy,Bahasa Mandarin Bisnis untuk Pemula,self-help,pengembangan-diri
skillacademy,Jago Presentasi dalam 90 Menit,self-help,pengembangan-diri
skillacademy,Teknik Negosiasi: Dapatkan Apapun yang Diinginkan,self-help,pengembangan-diri
skillacademy,Tingkatkan Kemampuan Komunikasi untuk Menunjang Karir,self-help,pengembangan-diri
skillacademy,Cari Uang sebagai Penulis Lepas/Jurnalis untuk Media,self-help,pengembangan-diri
skillacademy,Customer Service: Menguasai Teknik Pelayanan Terbaik,self-help,pengembangan-diri
skillacademy,Kuasai Cara Berbicara Depan Umum dengan Teknik NLP,self-help,pengembangan-diri
skillacademy,Kuasai Teknik Produksi Audio Digital untuk Pemula,self-help,pengembangan-diri
skillacademy,"Sukses Interview/Wawancara Kerja, Cepat Dapat Kerja",self-help,pengembangan-diri
skillacademy,Teknik Mengelola Stress Agar Kerja Tetap Produktif,self-help,pengembangan-diri
skillacademy,Membangun Portofolio dan Pencitraan Diri Untuk Melamar Kerja,self-help,pengembangan-diri
skillacademy,"Tenang di Masa Kritis, Siapkan Dana Darurat dari Sekarang",self-help,pengembangan-diri
skillacademy,Rahasia Sukses Berkarir Agar Cepat Promosi,self-help,pengembangan-diri
skillacademy,Kuasai Dasar Microsoft Word Untuk Pemula,self-help,pengembangan-diri
skillacademy,"Bedah CV untuk Sekolah ke Luar Negeri, Beasiswa, dan Lamaran Kerja",self-help,pengembangan-diri
skillacademy,TRY OUT SKB CPNS - Guru Matematika,persiapan-tes,pengembangan-diri
skillacademy,Latihan Soal CPNS - Tes Wawasan Kebangsaan,persiapan-tes,pengembangan-diri
skillacademy,TRY OUT SKB CPNS - Guru Kelas,persiapan-tes,pengembangan-diri
skillacademy,Step by Step Menuju Sekolah Idaman dan Beasiswa Impian,persiapan-tes,pengembangan-diri
skillacademy,Tryout SKD CPNS Terlengkap Paket 4 by Yunina,persiapan-tes,pengembangan-diri
skillacademy,IELTS Lesson for Getting Higher Score,persiapan-tes,pengembangan-diri
skillacademy,Paket Komplit Seleksi Kompetensi Dasar CPNS,persiapan-tes,pengembangan-diri
skillacademy,"TOEFL Grammar Part 3 - Passive Voices, Clauses, Infinitive, Gerund, Causative, Participles",persiapan-tes,pengembangan-diri
skillacademy,TRY OUT SKB CPNS - Guru Bahasa Indonesia,persiapan-tes,pengembangan-diri
skillacademy,TRY OUT SKB CPNS - Guru Biologi SMA,persiapan-tes,pengembangan-diri
skillacademy,TRY OUT SKB CPNS - Guru Ekonomi SMA,persiapan-tes,pengembangan-diri
skillacademy,Sukses CPNS - Video Belajar dan Latihan Soal Tes Intelegensia Umum,persiapan-tes,pengembangan-diri
skillacademy,"TOEFL Grammar Part 1 - Pronoun, Noun, Articles, Adjective, Comparison Degree",persiapan-tes,pengembangan-diri
skillacademy,"TOEFL Grammar Part 2 - Verb, Modal Aux., Preposition, Phrasal Verb, Conjunction",persiapan-tes,pengembangan-diri
skillacademy,Latihan Soal CPNS - Tes Intelegensi Umum,persiapan-tes,pengembangan-diri
skillacademy,Mudah Pahami Grammar TOEFL,persiapan-tes,pengembangan-diri
skillacademy,TRY OUT SKB CPNS - Guru Fisika SMA,persiapan-tes,pengembangan-diri
skillacademy,TRY OUT SKB CPNS - Guru IPA SMP,persiapan-tes,pengembangan-diri
skillacademy,TRYOUT CPNS Terlengkap - Uji Soal Kemampuan Dasar,persiapan-tes,pengembangan-diri
skillacademy,Tryout SKD CPNS Terlengkap Paket 3 by Yunina,persiapan-tes,pengembangan-diri
skillacademy,"Kuasai TOEFL PBT, Raih Score 600+",persiapan-tes,pengembangan-diri
skillacademy,Latihan Soal CPNS - Tes Karakter Pribadi,persiapan-tes,pengembangan-diri
skillacademy,TRY OUT SKB CPNS - Guru Bahasa Inggris,persiapan-tes,pengembangan-diri
skillacademy,Tryout SKD CPNS Terlengkap Paket 2 by Yunina,persiapan-tes,pengembangan-diri
skillacademy,Jurus Jitu diterima Kampus Ivy League dari Alumni Harvard,persiapan-tes,pengembangan-diri
skillacademy,Sukses CPNS - Video Belajar dan Latihan Soal Tes Karakteristik Pribadi,persiapan-tes,pengembangan-diri
skillacademy,Sukses CPNS - Video Belajar dan Latihan Soal Tes Wawasan Kebangsaan,persiapan-tes,pengembangan-diri
skillacademy,TRY OUT SKB CPNS - Guru Kimia SMA,persiapan-tes,pengembangan-diri
mau belajar apa,(12 Sessions) Belajar Bahasa Jepang Praktis,personaldevelopment,pengembangan-diri
mau belajar apa,Belajar Design Thinking untuk Memulai Sebuah Bisnis,personaldevelopment,pengembangan-diri
mau belajar apa,Learn About Leadership 4.0,personaldevelopment,pengembangan-diri
mau belajar apa,(2 Sessions) (Webinar) Learn About Developing Emotional Intelligence,personaldevelopment,pengembangan-diri
mau belajar apa,Learn All About Writing for Business (Digital Learning),personaldevelopment,pengembangan-diri
mau belajar apa,Belajar Cara Membentuk Cara Kerja Efektif seorang Pemimpin,personaldevelopment,pengembangan-diri
mau belajar apa,Belajar Cara Bicara Profesional (Via Telepon dan Pesan Tulisan),personaldevelopment,pengembangan-diri
mau belajar apa,Belajar Mempersiapkan Keterampilan Penting di Dunia Kerja,personaldevelopment,pengembangan-diri
mau belajar apa,Learn All About Vocabulary Builder (Digital Learning),personaldevelopment,pengembangan-diri
mau belajar apa,Learn How to Design Your Life Story for Professionals (Introduction),personaldevelopment,pengembangan-diri
mau belajar apa,Learn All About Pronunciation Practice (Digital Learning),personaldevelopment,pengembangan-diri
mau belajar apa,Belajar Pengembangan Kualitas Pemimpin,personaldevelopment,pengembangan-diri
mau belajar apa,Learn About The Pursuit Of What Sets Your Soul On Fire,personaldevelopment,pengembangan-diri
mau belajar apa,Belajar Membuat Pengaturan Kerja Tim yang Efektif,personaldevelopment,pengembangan-diri
mau belajar apa,Learn How to Design Your Life Story for Students (Introduction),personaldevelopment,pengembangan-diri
mau belajar apa,(5 Sessions) (Webinar) Learn All About Master of Ceremony for College Student,personaldevelopment,pengembangan-diri
mau belajar apa,Learn All About Academic English TOEIC (Digital Learning),personaldevelopment,pengembangan-diri
mau belajar apa,Learn All About Academic English IELTS (Digital Learning),personaldevelopment,pengembangan-diri
mau belajar apa,Learn How to Replan Your Career In Uncertain Times At Home (One-on-One Session),personaldevelopment,pengembangan-diri
mau belajar apa,Belajar Membuat Aneka Keju (Homemade Cheesemaking),healthwellness,pengembangan-diri
mau belajar apa,Belajar Cara Melakukan CPR Bagi Kalangan Non Medis,healthwellness,pengembangan-diri
mau belajar apa,Belajar Membuat Aneka Olahan Yogurt,healthwellness,pengembangan-diri
mau belajar apa,Learn The Fundamental of Calisthenics (ACT 1),healthwellness,pengembangan-diri
mau belajar apa,Learn How To Make Japanese Binding Notebook,papercraft,pengembangan-diri
mau belajar apa,Belajar Membuat Aneka Cream Soup,cooking-masak,pengembangan-diri
mau belajar apa,Belajar Membuat Salmon Lodeh Dan Dory Sambal Matah (Fish Galore),cooking-masak,pengembangan-diri
mau belajar apa,Learn How To Make 3D Rillakkuma Rice Cake,cooking-masak,pengembangan-diri
mau belajar apa,Learn How To Make Sauerkraut (Fermented Cabbage),cooking-masak,pengembangan-diri
mau belajar apa,Belajar Memulai Usaha Sajian Sehat Salada Kacang (Healthy Peanut Salad) Dengan Chef Hadi,cooking-masak,pengembangan-diri
mau belajar apa,Belajar Membuat Puding Lapis Surabaya Dengan Chef Yuliana,cooking-baking,pengembangan-diri
mau belajar apa,Belajar Membuat Dessert Puding Bentuk Sushi Dan Sashimi,cooking-baking,pengembangan-diri
mau belajar apa,Belajar Membuat Silky Pudding (Puding Sutera) Aneka Rasa ala Cafe bersama Chef Siu Erl,cooking-baking,pengembangan-diri
mau belajar apa,Learn How To Make Sauerkraut (Fermented Cabbage),cooking-baking,pengembangan-diri
mau belajar apa,Belajar Membangun Usaha Bakery Dengan Modal Minim,cooking-baking,pengembangan-diri
mau belajar apa,Belajar Memulai Usaha Avocado Pudding (Puding Alpukat) ala Cafe Dengan Chef Hadi,cooking-baking,pengembangan-diri
mau belajar apa,Belajar Memulai Usaha Sajian Sehat Salada Kacang (Healthy Peanut Salad) Dengan Chef Hadi,cooking-baking,pengembangan-diri
mau belajar apa,Belajar Membuat Kroket Ayam Keju yang Mudah dan Siap untuk Dijual Dengan Chef Yongki,cooking-baking,pengembangan-diri
mau belajar apa,Belajar Memahami Etos Kerja di Perusahaan Jepang (Horenso),japanese,pengembangan-diri
mau belajar apa,(12 Sessions) Belajar Bahasa Jepang Praktis (Keperluan kerja),japanese,pengembangan-diri
mau belajar apa,(12 Sessions) Belajar Bahasa Jepang Praktis,japanese,pengembangan-diri
mau belajar apa,Learn How To Create Fresh Flower Bouquet Arrangement,homeliving,pengembangan-diri
mau belajar apa,Learn How To Make Korean Style Bouquet,homeliving,pengembangan-diri
mau belajar apa,(2 Sessions) (Bunding Package) Learn How To Make Korean Bouquet And Centerpiece,homeliving,pengembangan-diri
mau belajar apa,Learn How To Make Centerpiece,homeliving,pengembangan-diri
mau belajar apa,Learn How To Make Japanese Binding Notebook,book-binding,pengembangan-diri
mau belajar apa,Learn How To Make Ferrero Chocolate Cheesecake,cake-pastry-dessert,pengembangan-diri
mau belajar apa,Learn How to Make Puff Pastry,cake-pastry-dessert,pengembangan-diri
mau belajar apa,Learn How To Make Tres Le Ches Cake,cake-pastry-dessert,pengembangan-diri
mau belajar apa,Belajar Membuat Puding Lapis Surabaya Dengan Chef Yuliana,dessert-making,pengembangan-diri
mau belajar apa,Belajar Membuat Dessert Puding Bentuk Sushi Dan Sashimi,dessert-making,pengembangan-diri
mau belajar apa,Belajar Membuat Silky Pudding (Puding Sutera) Aneka Rasa ala Cafe bersama Chef Siu Erl,dessert-making,pengembangan-diri
mau belajar apa,Belajar Membuat Aneka 3D Jelly Art,dessert-making,pengembangan-diri
mau belajar apa,Belajar Memulai Usaha Avocado Pudding (Puding Alpukat) ala Cafe Dengan Chef Hadi,dessert-making,pengembangan-diri
mau belajar apa,Learn How To Make Super Heroes Pudding Cups,dessert-making,pengembangan-diri
mau belajar apa,Learn How To Invest In Stock,personal-finance,pengembangan-diri
mau belajar apa,"Belajar Berasuransi dengan Efektif, Cash Flow pun Aman",personal-finance,pengembangan-diri
mau belajar apa,(4 Sessions) (Bundling Package) Financial Literacy Series For Millennial 2020,personal-finance,pengembangan-diri
mau belajar apa,(4 Sessions) Belajar Teknik Berbicara di Depan Umum (Public Speaking),public-speaking,pengembangan-diri
mau belajar apa,Belajar Menjadi MC Profesional,public-speaking,pengembangan-diri
mau belajar apa,Learn About Public Speaking for Entrepreneur,public-speaking,pengembangan-diri
mau belajar apa,Belajar Keterampilan Dasar Komunikasi untuk Fresh Graduate,public-speaking,pengembangan-diri
mau belajar apa,(4 Sessions) Belajar Bahasa Inggris untuk Presentasi,public-speaking,pengembangan-diri
mau belajar apa,(4 Sessions) Belajar Menjadi Pembawa Acara Profesional (Master of Ceremony),public-speaking,pengembangan-diri
mau belajar apa,Belajar Seni Berbicara di Depan Umum dan Kemampuan Berkomunikasi,public-speaking,pengembangan-diri
mau belajar apa,(5 Sessions) (Webinar) Learn All About Master of Ceremony for College Student,public-speaking,pengembangan-diri
mau belajar apa,Learn All About Academic English IELTS (Digital Learning),language,pengembangan-diri
mau belajar apa,Learn All About Vocabulary Builder (Digital Learning),language,pengembangan-diri
mau belajar apa,(9 Sessions) Belajar Bahasa Inggris Praktis untuk Pelaku Pariwisata dan Jasa (Kelas Pagi),language,pengembangan-diri
mau belajar apa,(12 Sessions) Belajar Bahasa Jepang Praktis,language,pengembangan-diri
mau belajar apa,Learn All About Pronunciation Practice (Digital Learning),language,pengembangan-diri
mau belajar apa,(4 Sessions) Belajar Bahasa Inggris untuk Front Liners,language,pengembangan-diri
mau belajar apa,Learn All About Writing for Business (Digital Learning),language,pengembangan-diri
mau belajar apa,Learn All About Academic English TOEIC (Digital Learning),language,pengembangan-diri
mau belajar apa,Belajar Membuat Puding Lapis Surabaya Dengan Chef Yuliana,baking-bikin-kue,pengembangan-diri
mau belajar apa,Belajar Membuat Dessert Puding Bentuk Sushi Dan Sashimi,baking-bikin-kue,pengembangan-diri
mau belajar apa,Belajar Membuat Silky Pudding (Puding Sutera) Aneka Rasa ala Cafe bersama Chef Siu Erl,baking-bikin-kue,pengembangan-diri
mau belajar apa,Belajar Membuat Aneka Keju (Homemade Cheesemaking),baking-bikin-kue,pengembangan-diri
mau belajar apa,Belajar Membuat Aneka 3D Jelly Art,baking-bikin-kue,pengembangan-diri
mau belajar apa,Belajar Membangun Usaha Bakery Dengan Modal Minim,baking-bikin-kue,pengembangan-diri
mau belajar apa,Belajar Memulai Usaha Avocado Pudding (Puding Alpukat) ala Cafe Dengan Chef Hadi,baking-bikin-kue,pengembangan-diri
mau belajar apa,Learn How To Make Super Heroes Pudding Cups,baking-bikin-kue,pengembangan-diri
mau belajar apa,Belajar Membuat Kroket Ayam Keju yang Mudah dan Siap untuk Dijual Dengan Chef Yongki,baking-bikin-kue,pengembangan-diri
mau belajar apa,(20 Sessions) Learn All About Fashion Design And Pattern Making,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,"(Afternoon Session) Learn About Haute Couture Pattern Making, Sewing & Draping",inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Learn How to Make Your Own Futuristic Cropped Jacket,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,(10 Sessions) Learn About Video Production,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Learn How To Make Bow Tie Dress,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,(Afternoon Session) Learn How To Make Your Own Custom Size Dress & Beading Technique,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,(Webinar) Learn All About Lighting Theory And Its Application for Photography And Videography,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Learn The Basic Of Colorful Brush Pen Lettering,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Belajar Membangun Usaha Bakery Dengan Modal Minim,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,(Morning Session) Learn How To Make Your Own Custom Size Dress & Beading Technique,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Belajar Pengetahuan Dasar Menjadi Seorang Barista (Peracik Kopi),inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Belajar Membuat Silky Pudding (Puding Sutera) Aneka Rasa ala Cafe bersama Chef Siu Erl,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Learn The Basic Of Small Brush Pen Lettering,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Belajar Teknik Menjahit Payet Tabur,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Belajar Membuat Puding Lapis Surabaya Dengan Chef Yuliana,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,"(Morning Session) Learn About Haute Couture Pattern Making, Sewing & Draping",inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Learn The Basic Of Photography With Adi Sabadirman,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Belajar Memulai Usaha Avocado Pudding (Puding Alpukat) ala Cafe Dengan Chef Hadi,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Belajar Pengetahuan Dasar Menjadi Seorang Videografer,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Learn How to Make Wrapped Dress,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
mau belajar apa,Belajar Penggunaan Microsoft Excel untuk Analisa Data,office-productivity,pengembangan-diri
mau belajar apa,Belajar Menyusun Presentasi Kreatif dan Menarik,office-productivity,pengembangan-diri
mau belajar apa,(6 Sessions) Belajar Mendesain Presentasi yang Efektif dan Atraktif [Full Pack/6 Sessions],office-productivity,pengembangan-diri
mau belajar apa,Belajar Microsoft Excel untuk Pemula,office-productivity,pengembangan-diri
mau belajar apa,(64 Sessions) (64 Days Class) Belajar Menjadi Seorang Profesional Muda Siap Kerja,office-productivity,pengembangan-diri
mau belajar apa,Learn How To Releasing Negativity And Embracing Optimism,office-productivity,pengembangan-diri
mau belajar apa,Belajar Meyakinkan Orang Lain dengan Penggunaan Presentasi yang Kreatif,office-productivity,pengembangan-diri
mau belajar apa,(2 Sessions) Belajar Bagaimana Membangun Hubungan dengan Audiens,office-productivity,pengembangan-diri
mau belajar apa,Belajar Membuat Aneka Olahan Yogurt,bored-on-the-weekend,pengembangan-diri
mau belajar apa,Belajar Membuat Aneka Cream Soup,bored-on-the-weekend,pengembangan-diri
mau belajar apa,Learn How To Make Tres Le Ches Cake,bored-on-the-weekend,pengembangan-diri
mau belajar apa,(2 Sessions) (Bunding Package) Learn How To Make Korean Bouquet And Centerpiece,bored-on-the-weekend,pengembangan-diri
mau belajar apa,Belajar Membuat Dessert Puding Bentuk Sushi Dan Sashimi,bored-on-the-weekend,pengembangan-diri
mau belajar apa,Belajar Membuat Salmon Lodeh Dan Dory Sambal Matah (Fish Galore),bored-on-the-weekend,pengembangan-diri
mau belajar apa,Learn How To Make Centerpiece,bored-on-the-weekend,pengembangan-diri
mau belajar apa,Learn How To Make Sauerkraut (Fermented Cabbage),bored-on-the-weekend,pengembangan-diri
mau belajar apa,Learn How To Make Stencil Painting On Hoodie Jacket,bored-on-the-weekend,pengembangan-diri
mau belajar apa,Belajar Pengetahuan Dasar Menjadi Seorang Barista (Peracik Kopi),coffee,pengembangan-diri
mau belajar apa,Belajar Wirausaha Kedai Kopi Susu Kekinian Dengan Modal Minim,coffee,pengembangan-diri
mau belajar apa,Belajar Pengetahuan Dasar Menjadi Seorang Barista (Peracik Kopi),hospitality,pengembangan-diri
mau belajar apa,Learn All About Academic English IELTS (Digital Learning),personal-development,pengembangan-diri
mau belajar apa,Learn All About Vocabulary Builder (Digital Learning),personal-development,pengembangan-diri
mau belajar apa,(12 Sessions) Belajar Bahasa Jepang Praktis,personal-development,pengembangan-diri
mau belajar apa,Belajar Cara Bicara Profesional (Via Telepon dan Pesan Tulisan),personal-development,pengembangan-diri
mau belajar apa,Learn All About Pronunciation Practice (Digital Learning),personal-development,pengembangan-diri
mau belajar apa,(2 Sessions) (Webinar) Learn About Developing Emotional Intelligence,personal-development,pengembangan-diri
mau belajar apa,Learn All About Writing for Business (Digital Learning),personal-development,pengembangan-diri
mau belajar apa,Learn All About Academic English TOEIC (Digital Learning),personal-development,pengembangan-diri
mau belajar apa,Belajar Membuat Aneka Keju (Homemade Cheesemaking),health-wellness,pengembangan-diri
mau belajar apa,Belajar Cara Melakukan CPR Bagi Kalangan Non Medis,health-wellness,pengembangan-diri
mau belajar apa,Belajar Membuat Aneka Olahan Yogurt,health-wellness,pengembangan-diri
mau belajar apa,Learn The Fundamental of Calisthenics (ACT 1),health-wellness,pengembangan-diri
mau belajar apa,(2 Sessions) (2 Days Webinar) Introduction To Digital Marketing with Jourdan Kamal,where-to-start,pengembangan-diri
mau belajar apa,Learn How To Make Natural Soap,soap-making,pengembangan-diri
mau belajar apa,Learn The Basic of Cold Process Soap Making with Natural Ingredients,soap-making,pengembangan-diri
mau belajar apa,Belajar Membuat Sabun Alami Dari Jus Segar,soap-making,pengembangan-diri
mau belajar apa,Belajar Penggunaan Microsoft Excel untuk Analisa Data,workshop,pengembangan-diri
mau belajar apa,Learn All About Academic English IELTS (Digital Learning),workshop,pengembangan-diri
mau belajar apa,Learn All About Vocabulary Builder (Digital Learning),workshop,pengembangan-diri
mau belajar apa,(Webinar) Learn Legal Management for Your Business,workshop,pengembangan-diri
mau belajar apa,(Jourdan pending class Online) Belajar Pengaturan Hukum untuk Bisnismu (DRAFT),workshop,pengembangan-diri
mau belajar apa,Learn All About Pronunciation Practice (Digital Learning),workshop,pengembangan-diri
mau belajar apa,Learn All About Writing for Business (Digital Learning),workshop,pengembangan-diri
mau belajar apa,Learn All About Academic English TOEIC (Digital Learning),workshop,pengembangan-diri
mau belajar apa,Learn How To Create Fresh Flower Bouquet Arrangement,home-living,pengembangan-diri
mau belajar apa,Learn How To Make Korean Style Bouquet,home-living,pengembangan-diri
mau belajar apa,(2 Sessions) (Bunding Package) Learn How To Make Korean Bouquet And Centerpiece,home-living,pengembangan-diri
mau belajar apa,Learn How To Make Centerpiece,home-living,pengembangan-diri
mau belajar apa,Learn All About Academic English IELTS (Digital Learning),personal-communication,pengembangan-diri
mau belajar apa,Learn All About Vocabulary Builder (Digital Learning),personal-communication,pengembangan-diri
